 #lon(deg), lat(deg), depth(km), Vs-perturbation wrt PREM(%), Vs-PREM (km/s)
-130	22	5	-0.0076592134	3.46
-130	23.5	5	-0.016399181	3.46
-130	25	5	-0.016399181	3.46
-130	26.5	5	-0.026764962	3.46
-130	28	5	-0.026764962	3.46
-130	29.5	5	-0.015560494	3.46
-130	31	5	0.01559033	3.46
-130	32.5	5	0.01559033	3.46
-130	34	5	0.040413873	3.46
-130	35.5	5	0.040413873	3.46
-130	37	5	0.14002767	3.46
-130	38.5	5	0.21527265	3.46
-130	40	5	0.31351008	3.46
-130	41.5	5	0.52050728	3.46
-130	43	5	1.1733054	3.46
-130	44.5	5	1.6814595	3.46
-130	46	5	0.97409594	3.46
-130	47.5	5	0.75004189	3.46
-130	49	5	1.0031137	3.46
-128.5	22	5	-0.014346008	3.46
-128.5	23.5	5	-0.014243775	3.46
-128.5	25	5	-0.014243775	3.46
-128.5	26.5	5	-0.025412024	3.46
-128.5	28	5	-0.025412024	3.46
-128.5	29.5	5	-0.014227784	3.46
-128.5	31	5	0.038714549	3.46
-128.5	32.5	5	0.038714549	3.46
-128.5	34	5	0.090038963	3.46
-128.5	35.5	5	0.090038963	3.46
-128.5	37	5	0.21089091	3.46
-128.5	38.5	5	0.35941496	3.46
-128.5	40	5	0.40757209	3.46
-128.5	41.5	5	0.71814277	3.46
-128.5	43	5	1.9737409	3.46
-128.5	44.5	5	2.2221995	3.46
-128.5	46	5	0.8536882	3.46
-128.5	47.5	5	0.37586171	3.46
-128.5	49	5	1.5033276	3.46
-127	22	5	-0.014346008	3.46
-127	23.5	5	-0.014243775	3.46
-127	25	5	-0.014243775	3.46
-127	26.5	5	-0.025412024	3.46
-127	28	5	-0.025412024	3.46
-127	29.5	5	-0.014227784	3.46
-127	31	5	0.038714549	3.46
-127	32.5	5	0.038714549	3.46
-127	34	5	0.16863126	3.46
-127	35.5	5	0.16863126	3.46
-127	37	5	0.38000821	3.46
-127	38.5	5	0.72578423	3.46
-127	40	5	1.3888755	3.46
-127	41.5	5	0.87150231	3.46
-127	43	5	2.382659	3.46
-127	44.5	5	2.0805511	3.46
-127	46	5	0.76009198	3.46
-127	47.5	5	0.52132117	3.46
-127	49	5	1.2812825	3.46
-125.5	22	5	-0.022423891	3.46
-125.5	23.5	5	-0.014549785	3.46
-125.5	25	5	-0.014549785	3.46
-125.5	26.5	5	-0.010617029	3.46
-125.5	28	5	-0.010617029	3.46
-125.5	29.5	5	0.0078051556	3.46
-125.5	31	5	0.063241006	3.46
-125.5	32.5	5	0.095594811	3.46
-125.5	34	5	0.21159604	3.46
-125.5	35.5	5	0.34412658	3.46
-125.5	37	5	0.54993996	3.46
-125.5	38.5	5	1.1323243	3.46
-125.5	40	5	1.6019718	3.46
-125.5	41.5	5	-0.084903391	3.46
-125.5	43	5	1.4113585	3.46
-125.5	44.5	5	0.5295747	3.46
-125.5	46	5	0.53879611	3.46
-125.5	47.5	5	1.1692469	3.46
-125.5	49	5	1.3503897	3.46
-124	22	5	-0.022423891	3.46
-124	23.5	5	-0.014549785	3.46
-124	25	5	-0.014549785	3.46
-124	26.5	5	-0.010617029	3.46
-124	28	5	-0.010617029	3.46
-124	29.5	5	0.021059485	3.46
-124	31	5	0.063241006	3.46
-124	32.5	5	0.1416575	3.46
-124	34	5	0.29054513	3.46
-124	35.5	5	0.49189532	3.46
-124	37	5	1.037636	3.46
-124	38.5	5	1.2196917	3.46
-124	40	5	1.017004	3.46
-124	41.5	5	1.3047775	3.46
-124	43	5	1.1157035	3.46
-124	44.5	5	1.1723086	3.46
-124	46	5	0.79612273	3.46
-124	47.5	5	1.148209	3.46
-124	49	5	1.5262218	3.46
-122.5	22	5	-0.024481478	3.46
-122.5	23.5	5	-0.0076178928	3.46
-122.5	25	5	-0.0076178928	3.46
-122.5	26.5	5	-0.003587673	3.46
