 #lon(deg), lat(deg), depth(km), Vs-perturbation wrt PREM(%), Vs-PREM (km/s)
-130	22	5	-0.093250667	3.46
-130	23.5	5	-0.1528916	3.46
-130	25	5	-0.1528916	3.46
-130	26.5	5	-0.1528916	3.46
-130	28	5	-0.1528916	3.46
-130	29.5	5	-0.14373576	3.46
-130	31	5	-0.14373576	3.46
-130	32.5	5	-0.14373576	3.46
-130	34	5	-0.0697094	3.46
-130	35.5	5	-0.0697094	3.46
-130	37	5	-0.02990332	3.46
-130	38.5	5	-0.02990332	3.46
-130	40	5	0.038039447	3.46
-130	41.5	5	0.038039447	3.46
-130	43	5	0.022640507	3.46
-130	44.5	5	0.022640507	3.46
-130	46	5	-0.018408612	3.46
-130	47.5	5	-0.018408612	3.46
-130	49	5	-0.079776806	3.46
-128.5	22	5	-0.1313718	3.46
-128.5	23.5	5	-0.16063804	3.46
-128.5	25	5	-0.16063804	3.46
-128.5	26.5	5	-0.1588773	3.46
-128.5	28	5	-0.1588773	3.46
-128.5	29.5	5	-0.11442048	3.46
-128.5	31	5	-0.079657306	3.46
-128.5	32.5	5	-0.079657306	3.46
-128.5	34	5	-0.013145413	3.46
-128.5	35.5	5	0.023796016	3.46
-128.5	37	5	0.06493768	3.46
-128.5	38.5	5	0.06493768	3.46
-128.5	40	5	0.13701342	3.46
-128.5	41.5	5	0.13701342	3.46
-128.5	43	5	0.15563397	3.46
-128.5	44.5	5	0.19622118	3.46
-128.5	46	5	0.18812673	3.46
-128.5	47.5	5	0.10739081	3.46
-128.5	49	5	0.081839171	3.46
-127	22	5	-0.1313718	3.46
-127	23.5	5	-0.16063804	3.46
-127	25	5	-0.16063804	3.46
-127	26.5	5	-0.1588773	3.46
-127	28	5	-0.1588773	3.46
-127	29.5	5	-0.11442048	3.46
-127	31	5	-0.079657306	3.46
-127	32.5	5	-0.079657306	3.46
-127	34	5	-0.013145413	3.46
-127	35.5	5	0.023796016	3.46
-127	37	5	0.11278423	3.46
-127	38.5	5	0.11278423	3.46
-127	40	5	0.13701342	3.46
-127	41.5	5	0.13701342	3.46
-127	43	5	0.14887786	3.46
-127	44.5	5	0.19622118	3.46
-127	46	5	0.18812673	3.46
-127	47.5	5	0.10739081	3.46
-127	49	5	0.081839171	3.46
-125.5	22	5	-0.1313718	3.46
-125.5	23.5	5	-0.1878065	3.46
-125.5	25	5	-0.1878065	3.46
-125.5	26.5	5	-0.20691434	3.46
-125.5	28	5	-0.20691434	3.46
-125.5	29.5	5	-0.11982136	3.46
-125.5	31	5	-0.12249892	3.46
-125.5	32.5	5	-0.12249892	3.46
-125.5	34	5	-0.066870607	3.46
-125.5	35.5	5	-0.041793925	3.46
-125.5	37	5	0.047223716	3.46
-125.5	38.5	5	-0.04215065	3.46
-125.5	40	5	-0.029888164	3.46
-125.5	41.5	5	-0.024988525	3.46
-125.5	43	5	0.11344832	3.46
-125.5	44.5	5	0.32882726	3.46
-125.5	46	5	0.32564921	3.46
-125.5	47.5	5	0.1359002	3.46
-125.5	49	5	-0.024830169	3.46
-124	22	5	-0.1313718	3.46
-124	23.5	5	-0.1878065	3.46
-124	25	5	-0.1878065	3.46
-124	26.5	5	-0.20691434	3.46
-124	28	5	-0.20691434	3.46
-124	29.5	5	-0.11982136	3.46
-124	31	5	-0.12249892	3.46
-124	32.5	5	-0.12249892	3.46
-124	34	5	-0.066870607	3.46
-124	35.5	5	-0.041793925	3.46
-124	37	5	-0.12486942	3.46
-124	38.5	5	-0.56729405	3.46
-124	40	5	-0.95539898	3.46
-124	41.5	5	-1.2019169	3.46
-124	43	5	-0.62113888	3.46
-124	44.5	5	0.11614495	3.46
-124	46	5	0.37492945	3.46
-124	47.5	5	-0.65393562	3.46
-124	49	5	-0.49411853	3.46
-122.5	22	5	-0.19169741	3.46
-122.5	23.5	5	-0.27682381	3.46
-122.5	25	5	-0.27682381	3.46
-122.5	26.5	5	-0.31761341	3.46
-122.5	28	5	-0.31761341	3.46
-122.5	29.5	5	-0.23720276	3.46
-122.5	31	5	-0.28326671	3.46
-122.5	32.5	5	-0.34939021	3.46
-122.5	34	5	-0.38395132	3.46
-122.5	35.5	5	-0.44326765	3.46
-122.5	37	5	-0.27783026	3.46
-122.5	38.5	5	-1.6770712	3.46
-122.5	40	5	-1.5588818	3.46
